,hhmem_size_1,hhmem_age_1,hhmem_married_1,hhmem_age_2,hh_relate_3,hhmem_age_3,hhmem_age_4,hhmem_age_5,illness_5,hhmem_age_6,illness_6,hhmem_age_7,childu18_num,child5_17_num,adultm_num,adultf_num,econstatus,yrs_grow,cocoa_wgt,fert_buy,fert_cost,fert_lqd_cost,herbicide_buy_cnt,pesticide_buy_cnt,pesticide_cost,farm_a_1,farm_yracquired_1,farm_rights_1,farm_time_1,farm_km_1,farm_reserve_1,cocoa_years_1,cocoa_lndamnt_1,cocoa_variety_1,cocoa_ages_0_5_1,cocoa_ages_6_10_1,cocoa_ages_11_19_1,cocoa_ages_20_30_1,shadetree_num_1,shadetree_calc_1_1,shadetree_label_1_1,shade_tree_tot_1_1,shade_natural_1_1,shade_planted_1_1,shadetree_calc_1_2,shadetree_label_1_2,shade_tree_tot_1_2,shade_planted_1_2,shadetree_label_1_3,shadetree_tot2_1,pesticide_app_1,pesticide_num_app_1,pesticide_area_app_1,labor_hh_1,fam_worker_prep_1_1,disease_1,disease_year_1_1,disease_location_1_1,pest_1,doc_land_cocoa_yr_1,farm_a_2,farm_yracquired_2,farm_time_2,farm_km_2,farm_reserve_2,shadetree_tot2_2,noncocoa_affecthow,noncocoa_pay,days_random_a,random_c_options,income_source,fwildlifedied_1,ffladder_elders_1,ffladder_lmb_1,ffladder_frstdpt_1,rules_violate_1,likelihood_help3,trust_nbr,trust_lmb,trust_ca,chickens,sleeprooms,toilet,today,cocoa_price_kg,farm_a_1_acres,farm_a_2_acres,cocoa_produce
739,17,6,0,15,7,45,23,58,0,55,0,50,6,1,1,1,4,5,31,2,35,49,12,25,28,53,51,1,1,45,49,34,46,4,0,17,0,0,12,0,22,50,0,45,3,11,4,6,16,15,10,21,31,42,0,1,0,5,33,21,5,44,0,46,47,14,0,22,3,2,0,31,1,10,2,1,3,3,3,3,50,8,9,40,54,84,15,89
740,18,32,0,39,7,5,59,57,1,55,0,50,7,5,1,1,7,1,31,0,34,49,1,42,28,83,43,0,7,9,53,58,8,21,27,21,0,0,0,30,0,53,31,48,30,0,45,43,0,0,8,44,5,46,0,8,3,1,1,52,49,54,44,51,51,20,0,0,2,1,54,45,1,10,5,18,3,4,2,4,0,10,10,21,54,28,50,185
741,4,31,1,40,6,35,6,6,1,52,1,46,2,9,1,2,2,4,13,29,31,36,12,24,3,60,37,2,1,26,10,14,53,21,2,13,25,1,1,19,15,16,0,15,30,0,45,43,0,1,3,1,38,45,31,2,7,2,61,52,49,54,44,51,51,20,34,22,1,4,7,0,1,5,6,14,2,4,2,3,46,10,9,19,29,91,50,26
742,22,11,1,20,6,13,54,57,65,4,1,1,9,5,1,3,2,2,31,15,31,11,2,2,28,53,47,0,35,44,22,3,46,21,0,0,0,0,10,21,5,1,0,2,28,26,35,33,0,18,1,28,31,1,8,8,6,1,33,52,31,48,0,36,31,17,0,3,0,0,0,0,6,5,5,0,3,2,2,2,2,11,10,30,54,84,43,289
743,21,36,7,35,2,37,8,7,1,2,2,43,9,7,3,3,3,0,31,25,31,49,5,14,28,14,54,1,7,12,53,44,15,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,13,12,5,52,3,8,1,2,74,52,33,29,32,40,0,0,0,2,1,4,7,49,7,10,10,0,1,2,0,3,50,9,9,9,54,52,45,217
744,3,24,0,34,11,69,8,6,50,4,1,3,13,11,3,2,4,1,31,0,23,36,20,12,28,7,34,1,1,43,46,58,8,21,27,21,0,0,12,6,24,36,20,32,25,17,0,0,20,6,10,39,5,31,0,8,3,3,81,52,5,27,0,43,43,6,47,11,0,0,12,48,5,0,0,30,4,4,0,4,50,9,10,18,54,32,15,270
745,21,41,0,50,7,26,17,16,1,13,1,10,1,1,5,3,5,3,31,0,31,3,2,47,40,73,39,0,1,43,47,12,8,21,2,18,14,5,1,29,4,1,2,0,30,0,45,43,0,1,3,17,5,42,37,1,0,5,1,52,49,54,44,51,51,20,21,15,4,3,7,49,1,5,5,18,3,4,4,4,50,11,9,26,54,16,50,27
746,18,32,0,42,7,2,53,42,1,55,0,50,7,5,1,1,6,3,13,0,19,3,33,47,40,7,40,0,1,33,0,10,8,4,26,20,43,0,12,1,23,26,0,24,2,22,42,40,6,15,15,48,57,46,0,1,0,5,1,52,5,30,15,43,0,14,0,10,1,4,7,0,10,10,10,0,3,4,4,4,0,9,0,28,8,32,15,182
747,20,25,0,33,13,31,15,11,1,10,1,43,1,1,3,4,5,3,31,0,11,36,24,47,40,53,41,0,16,12,10,9,46,21,0,0,3,0,10,10,16,1,0,2,19,14,9,11,0,11,15,48,57,42,0,2,5,2,81,52,20,54,23,14,8,10,56,13,1,4,7,69,5,4,5,13,3,2,3,2,50,9,2,2,54,84,31,217
748,1,36,3,27,7,24,16,14,1,11,2,9,8,1,4,4,2,1,15,0,49,11,33,47,40,14,60,12,13,9,15,1,15,17,16,34,0,0,10,10,16,16,13,0,19,14,1,32,0,11,15,48,57,11,4,1,0,5,1,41,5,54,16,10,13,10,23,0,1,4,7,0,8,10,8,1,4,4,2,4,43,8,10,27,50,52,15,243
749,19,9,0,19,7,78,23,0,1,53,69,50,7,1,3,1,4,5,22,13,21,49,33,38,31,45,51,1,1,39,53,23,42,21,26,0,0,42,12,3,11,50,0,45,19,14,1,2,3,15,6,40,28,42,0,1,0,5,42,27,31,44,23,28,51,14,0,22,4,3,0,34,1,10,6,0,3,3,2,3,42,11,9,35,8,68,43,277
750,17,26,0,44,7,19,7,58,0,55,0,50,1,1,1,3,5,0,31,0,38,5,33,47,40,39,54,0,20,24,6,44,36,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,45,0,3,7,3,85,52,49,54,44,51,51,20,0,10,2,1,7,11,9,7,7,0,4,4,3,4,50,9,2,10,54,75,50,154
751,9,37,5,46,9,2,44,1,74,6,1,3,5,2,1,1,5,5,31,0,31,3,33,47,40,53,22,1,12,22,8,23,46,21,0,5,10,25,16,6,24,2,3,0,1,23,9,11,20,4,15,48,57,57,0,3,3,1,81,52,20,12,0,46,47,4,0,0,0,0,0,0,10,10,10,0,4,3,0,1,42,11,10,32,54,84,31,89
752,17,19,0,20,7,12,53,58,0,55,0,50,6,1,1,1,2,0,31,1,31,27,5,17,28,36,56,5,7,12,46,22,34,21,3,0,0,0,1,3,11,36,0,32,30,0,45,43,0,1,6,31,24,28,0,1,0,5,76,48,1,52,16,16,43,1,37,7,4,3,70,0,10,10,10,0,3,4,2,4,2,0,10,26,54,63,2,269
753,16,19,3,45,7,34,71,58,0,55,0,50,6,1,1,0,0,0,31,0,49,49,33,47,40,1,26,10,16,4,33,44,1,22,3,0,0,0,11,6,24,43,22,0,3,11,31,0,16,14,15,48,57,45,0,1,0,5,83,52,1,22,9,3,31,13,0,21,2,1,7,49,5,10,1,18,1,4,0,4,1,8,0,26,54,1,2,71
754,17,19,0,29,7,45,0,58,0,55,0,50,6,1,1,1,6,4,31,0,49,49,33,17,20,55,37,10,20,0,53,14,50,21,26,2,2,31,11,1,23,43,0,39,19,14,34,0,4,14,3,31,31,45,0,2,3,3,5,52,5,44,15,46,51,13,0,13,3,2,0,0,8,1,1,16,3,1,1,4,43,8,9,11,54,87,15,239
755,2,27,1,33,7,11,4,5,1,20,49,7,11,7,3,3,4,0,31,0,31,49,33,44,33,78,54,3,22,26,46,44,62,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,6,45,31,46,0,11,1,2,83,46,49,54,44,51,51,20,0,0,0,0,0,52,8,10,5,0,5,3,2,3,20,9,0,26,54,24,50,246
756,17,31,5,42,7,4,2,58,0,55,0,50,6,4,1,1,7,5,31,0,49,49,12,42,18,22,29,0,1,47,0,23,46,21,15,10,0,21,11,1,23,1,2,0,19,14,25,0,3,14,3,39,31,17,4,8,5,4,16,52,20,38,23,36,44,13,0,2,1,4,15,52,8,10,3,16,3,2,0,2,46,9,9,22,54,45,31,143
757,3,33,1,43,6,40,16,12,1,8,1,6,11,9,3,4,3,2,31,1,26,3,11,1,33,7,32,1,16,15,53,5,5,21,2,5,37,0,14,25,17,0,1,0,2,22,0,1,10,17,3,17,5,43,6,1,0,5,1,52,5,18,23,28,51,16,0,21,3,2,7,0,10,10,10,0,4,4,4,4,41,10,0,29,54,32,15,27
758,11,51,3,10,16,81,71,58,0,55,0,50,1,1,1,1,5,5,22,0,27,3,33,47,40,36,51,2,15,44,5,34,8,10,0,0,0,0,15,6,24,51,0,46,25,17,13,0,21,18,15,48,57,57,0,1,0,5,1,52,31,47,15,36,29,17,0,21,4,3,7,0,10,10,10,0,4,4,0,1,50,8,9,26,8,63,43,85
759,11,39,4,13,16,81,71,58,0,55,0,50,1,0,0,1,7,5,22,0,31,3,33,47,40,39,33,1,1,33,53,16,36,21,0,0,0,2,3,6,24,44,23,0,1,23,13,15,20,8,15,48,57,46,36,8,1,4,31,52,5,42,0,37,51,8,55,3,0,0,0,0,8,9,5,19,4,2,2,2,50,0,9,31,8,75,15,214
760,4,31,0,39,7,18,15,2,1,54,1,48,12,6,3,3,0,0,31,0,31,49,20,47,40,36,54,0,13,6,53,44,34,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,45,0,13,2,4,86,52,20,48,1,7,51,0,0,0,2,1,7,0,10,10,10,0,1,0,0,4,2,11,9,16,54,63,31,167
761,19,22,5,37,10,50,2,52,74,12,45,50,7,4,1,2,1,4,31,0,25,4,20,47,40,75,35,1,16,15,53,16,1,10,0,0,0,2,7,6,24,45,0,41,25,17,25,23,21,7,15,48,57,43,13,3,1,4,31,52,49,54,44,51,51,20,0,2,2,1,7,0,10,10,10,0,4,1,4,2,14,15,9,22,54,21,50,88
762,16,30,3,12,7,5,71,58,0,55,0,50,1,1,1,1,5,4,31,1,31,49,33,47,40,39,51,0,12,44,53,15,34,21,0,0,25,21,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,8,2,0,83,52,49,54,44,51,51,20,0,22,4,3,0,0,10,10,10,0,5,0,0,0,0,0,9,3,54,75,50,82
763,1,46,1,55,7,35,30,26,1,2,1,48,8,5,4,3,5,5,19,2,19,49,27,47,40,36,31,3,16,27,0,20,34,17,0,0,0,2,1,27,9,1,2,0,30,0,45,43,0,16,15,48,57,1,49,12,7,4,31,21,9,27,1,4,2,15,0,10,0,0,15,49,3,2,1,5,1,1,1,1,2,14,3,22,44,63,26,34
764,16,38,4,31,7,55,71,58,0,55,0,50,1,1,1,1,5,2,31,0,31,43,11,47,40,14,46,0,28,43,33,4,15,21,24,13,14,0,11,10,16,16,13,0,19,14,25,0,4,14,15,48,57,31,0,8,3,0,49,52,20,54,36,43,31,13,23,2,3,2,0,2,1,1,1,0,3,2,1,2,50,0,2,16,54,52,31,21
765,17,44,7,47,7,18,4,58,0,55,0,50,1,1,3,1,3,1,31,1,31,49,33,47,40,4,59,2,21,26,53,1,5,21,27,21,0,0,1,2,21,43,0,39,30,0,45,43,0,1,15,48,57,43,0,9,3,3,31,52,5,46,16,14,51,1,0,2,4,3,26,49,6,3,5,0,1,4,2,4,2,8,9,49,54,5,15,142
766,1,12,0,19,7,65,44,24,1,0,1,37,8,4,5,2,3,1,30,0,31,1,33,2,34,14,52,1,22,33,53,57,15,12,0,3,0,0,10,3,11,45,0,41,21,6,25,23,0,11,1,1,10,42,0,8,4,0,31,52,21,45,23,28,51,10,0,0,0,0,0,49,1,1,5,1,3,3,3,3,50,10,0,45,8,52,38,148
767,18,52,0,33,15,16,69,38,1,55,0,50,1,1,3,2,5,2,31,38,49,49,33,47,40,62,60,12,12,19,53,3,54,21,0,0,3,0,0,30,0,53,31,48,30,0,45,43,0,1,15,48,57,1,0,2,1,4,1,52,36,36,15,17,51,1,32,10,4,3,0,7,1,1,1,13,4,4,4,4,38,12,5,10,54,9,48,226
768,17,50,1,25,7,45,35,58,0,55,0,50,1,1,1,2,5,5,31,0,41,49,33,17,33,31,60,12,21,26,45,45,34,23,0,0,0,12,1,23,28,26,17,0,30,0,45,43,0,1,3,31,24,57,0,1,0,5,71,52,49,54,44,51,51,20,0,0,3,2,7,48,1,0,0,5,4,4,1,4,50,9,9,48,54,60,50,51
769,17,18,5,23,10,56,8,58,0,55,0,50,1,1,3,2,5,3,29,0,49,39,30,37,10,39,42,1,25,12,53,5,15,21,18,17,14,0,0,30,0,53,31,48,30,0,45,43,0,0,0,0,10,42,2,1,0,5,83,52,49,54,44,51,51,20,0,0,0,0,54,48,5,10,2,0,3,1,0,3,50,0,10,28,8,75,50,64
770,18,51,3,25,7,35,29,19,2,55,0,50,0,0,1,4,4,3,31,0,25,49,33,47,40,55,39,0,13,7,42,12,34,21,0,21,0,21,1,19,15,52,30,0,30,0,45,43,0,1,15,48,57,46,0,8,3,1,83,52,49,54,44,51,51,20,32,2,4,3,80,52,8,10,4,0,4,3,0,2,50,10,10,49,54,87,50,18
771,19,31,5,34,7,65,9,14,1,0,2,50,7,4,3,2,5,5,31,12,7,49,20,24,28,36,19,1,16,26,53,31,34,23,13,0,0,0,1,29,4,36,20,0,30,0,45,43,0,1,0,17,24,57,0,1,0,5,81,52,38,12,23,28,51,1,15,10,2,1,7,0,10,10,10,0,3,4,1,4,50,9,0,37,54,63,7,189
772,17,30,0,44,7,24,69,58,0,55,0,50,1,1,3,1,5,2,31,0,49,49,30,17,38,61,60,12,16,9,26,5,14,23,0,0,3,0,10,3,11,26,0,24,23,4,0,0,0,11,3,17,9,1,49,8,1,0,64,52,49,54,44,51,51,20,0,2,3,2,7,3,1,5,1,0,3,2,2,3,50,10,0,37,54,7,50,69
773,20,14,5,21,7,73,69,52,74,33,2,12,9,5,1,1,6,0,22,21,31,36,1,19,28,77,54,1,14,12,53,44,34,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,2,20,24,42,0,8,1,1,32,52,5,34,1,8,51,0,0,15,0,0,0,0,10,10,10,0,3,3,2,3,17,9,12,45,8,23,15,243
774,17,18,0,25,7,55,23,58,0,55,0,50,6,1,1,1,3,2,31,0,24,5,24,20,28,36,44,5,28,45,42,31,34,21,13,0,0,0,10,6,24,1,0,2,3,11,31,0,0,11,2,21,24,7,8,1,0,5,56,36,5,38,36,46,38,10,32,2,1,4,0,49,7,7,6,0,3,3,2,2,50,8,9,14,54,63,15,37
775,18,22,0,25,7,2,59,35,2,55,0,50,7,4,1,1,0,5,31,12,31,49,33,47,40,7,60,12,13,26,22,23,8,21,0,2,23,12,16,6,24,1,2,0,25,17,31,0,21,19,0,0,5,43,0,2,7,3,74,8,49,54,44,51,51,20,17,10,2,1,15,55,7,6,9,13,1,2,2,3,2,0,9,9,54,32,50,38
776,19,37,0,30,11,66,2,16,74,8,1,50,6,4,3,3,0,3,31,0,49,49,17,17,28,26,34,1,20,7,46,16,34,23,0,0,0,2,1,10,16,45,0,41,30,0,45,43,0,1,6,44,24,1,0,11,7,3,30,52,49,54,44,51,51,20,0,22,3,2,54,0,10,10,10,0,3,4,0,4,0,11,0,37,54,55,50,151
777,0,40,3,88,16,81,71,58,0,55,0,50,0,0,0,1,6,2,15,0,31,11,17,47,40,53,44,1,12,33,53,6,36,21,13,0,39,0,12,6,24,10,7,0,1,23,1,0,6,15,15,48,57,57,0,2,3,3,1,51,49,54,44,51,51,20,51,21,1,4,80,56,10,10,2,0,0,3,0,4,50,0,9,10,8,84,50,149
778,8,38,5,25,6,18,7,4,1,33,69,2,4,11,3,3,1,5,22,0,38,36,25,2,28,30,34,1,13,12,48,17,29,18,0,0,0,20,1,19,15,43,22,0,30,0,45,43,0,11,3,36,20,45,47,2,3,3,1,51,11,32,29,28,47,10,22,2,2,1,40,48,1,8,2,30,3,3,3,3,2,1,9,39,8,59,20,205
779,17,23,5,6,7,73,34,58,0,55,0,50,7,4,0,1,4,0,3,29,31,49,1,17,28,60,34,9,12,33,53,17,53,21,8,13,14,9,1,3,11,27,0,25,30,0,45,43,0,1,0,27,31,39,0,3,2,0,31,26,49,54,44,51,51,20,0,7,2,1,0,0,10,10,10,0,3,4,4,4,50,8,12,10,8,91,50,183
780,19,34,0,75,6,41,64,4,2,52,2,50,6,4,1,3,5,2,31,1,25,49,24,17,31,36,48,0,3,45,0,2,34,23,15,5,28,0,12,6,24,44,23,0,3,11,14,0,5,18,0,17,24,28,0,1,0,5,35,52,31,43,42,43,0,17,4,21,3,2,0,2,1,1,1,5,4,1,2,2,50,10,2,20,54,63,43,242
781,18,31,7,43,7,78,4,52,1,55,0,50,7,5,1,1,2,3,22,0,31,11,2,35,28,78,25,1,22,39,0,9,65,21,13,13,25,0,1,3,11,10,0,10,30,0,45,43,0,1,2,37,43,29,21,8,3,3,61,52,31,36,32,40,0,1,0,21,3,2,54,49,5,10,5,0,2,1,0,4,50,12,0,10,8,24,43,41
782,20,21,2,57,12,10,8,55,1,33,1,12,8,4,4,1,2,3,29,21,19,3,27,17,35,69,33,1,35,48,14,7,53,18,27,0,25,0,10,10,16,43,22,0,19,14,9,0,0,11,0,17,24,29,38,2,3,2,49,8,49,54,44,51,51,20,5,3,4,3,0,0,8,5,5,1,2,4,3,3,50,8,10,34,8,14,50,286
783,22,26,5,37,7,11,4,55,1,33,1,33,7,4,1,5,1,2,31,21,19,11,33,34,28,66,44,1,12,47,53,6,57,21,0,21,25,0,1,29,4,0,1,0,30,0,45,43,0,1,6,31,42,54,0,14,0,5,50,52,49,54,44,51,51,20,0,2,2,1,54,0,10,10,10,0,3,0,0,2,21,10,9,12,54,13,50,6
784,11,35,3,63,16,81,71,58,0,55,0,50,0,0,3,0,1,5,15,0,9,39,33,47,40,7,9,0,12,26,0,23,8,21,15,10,10,9,10,2,21,16,0,15,21,6,31,29,0,11,15,48,57,35,0,1,0,5,1,52,36,18,15,28,0,10,0,2,4,3,7,52,1,5,8,0,3,4,2,4,50,9,9,22,44,32,48,302
785,18,41,0,46,7,7,5,4,1,55,0,50,7,5,3,1,3,5,31,0,49,49,33,47,40,7,18,0,28,12,22,35,8,22,15,0,0,0,14,3,11,48,0,43,11,15,37,36,18,17,0,17,5,28,0,1,0,5,83,52,5,45,36,14,20,16,6,2,3,2,7,13,9,9,9,0,3,2,2,2,50,9,2,26,54,32,15,123
786,17,28,0,38,3,2,23,58,0,55,0,50,6,1,1,1,7,5,29,0,34,0,30,42,33,36,60,12,35,45,49,61,73,0,37,43,48,46,0,30,0,53,31,48,30,0,45,43,0,14,15,48,57,0,49,0,0,5,0,32,31,54,16,29,33,13,64,0,4,3,15,0,10,10,10,0,3,3,2,3,50,8,9,12,42,63,43,26
787,18,56,3,30,9,8,13,0,73,55,0,50,6,1,3,2,4,5,15,0,49,49,33,37,35,69,29,1,35,44,10,23,58,17,0,0,0,2,12,25,17,16,0,15,18,18,13,15,15,15,3,39,43,57,0,8,7,4,48,52,40,42,16,14,10,14,0,15,1,4,7,75,10,10,10,19,5,4,1,1,50,10,9,38,7,14,8,34
788,19,41,0,57,7,19,17,14,1,15,1,50,0,0,4,3,9,5,31,0,31,1,33,1,3,7,33,10,35,45,53,18,8,21,12,0,38,0,13,16,2,43,0,39,18,18,25,0,15,16,3,0,5,45,0,1,0,5,7,52,5,26,15,17,51,15,0,3,0,0,7,0,10,10,10,0,3,2,0,3,0,11,2,36,54,32,15,82
789,18,44,0,62,7,10,53,17,1,55,0,50,1,1,1,3,5,2,15,0,19,3,33,47,40,67,45,0,21,27,53,5,1,9,8,13,26,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,45,42,1,0,5,70,52,39,31,0,40,51,0,28,10,4,3,7,43,8,0,8,5,3,4,0,2,9,10,9,29,26,92,49,148
790,17,12,7,28,7,34,12,58,0,55,0,50,6,0,1,1,2,1,31,38,23,49,33,47,40,36,50,3,16,27,53,57,34,21,27,21,0,0,10,1,23,48,0,43,3,11,26,24,0,15,15,48,57,43,0,8,3,4,31,52,9,46,0,44,51,14,0,10,0,0,80,49,6,5,4,0,3,4,1,4,27,10,9,25,54,63,26,114
791,20,25,8,51,7,25,44,13,2,0,1,0,8,1,1,2,3,5,31,0,19,49,17,47,40,60,44,1,13,12,48,6,53,21,15,21,10,0,13,25,17,16,0,15,1,23,0,1,10,18,15,48,57,46,0,9,3,3,31,52,5,21,23,16,47,17,0,27,2,1,54,49,1,5,1,5,4,4,2,3,2,12,9,38,54,91,15,305
792,22,16,5,20,10,54,18,2,1,46,1,36,9,5,3,2,2,3,15,32,19,25,4,34,31,60,39,1,1,43,52,12,53,18,2,8,9,21,11,10,16,26,0,24,19,14,1,2,26,15,8,39,48,28,37,1,0,5,1,22,20,32,37,27,51,14,22,2,2,1,7,48,2,10,2,1,3,3,1,3,3,9,3,34,8,91,31,41
793,21,30,0,38,10,19,13,2,1,42,2,22,8,4,3,2,6,4,31,0,31,43,33,47,40,14,33,0,1,33,12,14,15,21,0,0,0,2,14,0,22,0,1,0,11,15,13,0,18,17,3,17,5,42,0,8,3,0,35,52,5,39,0,36,10,16,5,21,0,0,0,2,5,5,8,5,3,2,3,3,50,9,2,20,54,52,15,67
794,20,26,5,30,7,7,5,2,2,42,25,30,8,6,3,2,5,4,22,0,25,3,33,34,28,87,37,0,12,45,53,14,53,6,2,13,21,8,13,6,24,10,0,10,1,23,13,15,20,16,15,48,57,45,37,15,0,5,61,52,49,54,44,51,51,20,18,13,0,0,0,34,8,0,2,6,3,4,0,3,50,11,9,32,19,38,50,150
795,19,23,0,31,7,9,6,4,55,54,45,50,8,6,1,2,7,1,31,0,27,43,33,17,25,7,50,1,16,9,46,59,8,21,27,21,0,0,13,6,24,40,18,10,1,23,0,1,20,17,0,0,5,45,0,3,3,3,76,52,5,50,20,10,43,16,64,11,3,2,54,0,8,6,0,10,4,4,4,4,50,9,9,20,54,32,15,21
796,5,36,1,37,6,29,26,8,1,4,1,48,2,8,3,3,5,5,31,0,49,49,24,47,40,78,29,1,1,0,36,17,8,21,0,0,0,2,1,3,11,10,0,10,30,0,45,43,0,1,15,48,57,55,0,8,7,0,63,52,20,53,33,3,33,1,0,2,2,1,7,0,10,10,10,0,3,3,0,3,50,9,9,48,54,24,31,123
797,5,46,5,55,7,33,21,17,1,19,1,46,11,6,5,3,2,5,31,0,49,49,33,47,40,1,19,0,2,9,49,34,1,21,0,0,0,0,1,3,11,26,17,0,30,0,45,43,0,16,15,48,57,45,0,1,0,5,1,52,5,30,23,14,48,15,0,21,3,2,7,0,10,10,10,0,0,0,0,0,50,11,0,26,54,1,15,88
798,16,32,0,58,12,37,71,58,0,55,0,50,0,0,1,2,5,5,22,0,9,27,33,47,40,18,42,0,16,12,8,8,21,21,0,0,10,31,15,1,23,43,22,0,2,22,25,0,16,6,15,48,57,46,0,8,2,3,58,52,11,54,0,43,18,6,0,21,2,1,0,0,2,2,1,5,3,0,2,2,17,12,9,21,50,41,20,177
799,0,19,0,88,16,81,71,58,0,55,0,50,0,0,1,0,3,5,31,0,11,49,33,1,20,78,56,10,1,39,48,34,8,21,0,0,0,0,1,19,15,26,0,24,30,0,45,43,0,1,0,0,5,46,0,8,3,1,83,52,49,54,44,51,51,20,32,22,1,4,0,0,10,10,10,0,5,0,0,4,37,8,10,47,54,24,50,185
800,21,34,5,44,7,10,6,5,1,54,25,49,9,7,1,2,5,4,31,0,49,49,33,47,40,6,35,1,1,12,53,16,7,18,0,2,7,31,10,19,15,1,17,43,29,5,0,0,0,15,15,48,57,1,49,8,3,0,31,52,20,36,7,36,51,14,23,2,0,0,0,0,2,2,0,0,5,4,2,4,50,9,0,28,54,31,31,211
801,17,38,0,52,9,45,24,58,0,55,0,50,1,1,1,2,7,5,15,29,6,7,33,34,18,36,24,1,16,15,53,27,34,18,0,0,0,0,12,16,2,45,24,0,18,18,31,0,15,19,6,27,24,1,49,8,1,3,61,52,5,16,23,16,51,18,23,21,2,1,7,49,3,2,0,0,5,3,2,1,17,10,9,29,8,63,15,161
802,20,37,3,6,9,45,10,7,1,9,2,13,8,6,3,2,5,2,15,12,31,49,33,17,3,60,44,5,20,18,11,6,53,17,0,0,3,0,15,6,24,26,0,24,25,17,25,23,21,18,3,17,38,57,0,3,5,4,31,52,1,37,28,18,9,17,0,2,0,0,7,0,5,5,3,16,4,3,2,2,0,11,9,17,26,91,2,26
803,21,22,5,25,7,6,4,5,1,54,1,49,10,8,1,1,6,5,31,5,23,49,12,47,40,53,60,12,1,26,49,23,46,18,0,2,10,12,1,19,15,16,13,0,30,0,45,43,0,15,0,36,31,46,0,2,1,4,31,11,36,54,10,40,13,14,23,7,4,3,34,70,8,8,1,6,4,1,3,3,38,0,6,20,54,84,48,165
804,20,13,0,25,7,3,69,42,1,12,2,0,9,5,1,1,5,2,31,0,0,49,28,30,33,36,54,5,35,45,53,3,8,17,0,21,25,0,1,19,15,11,0,11,30,0,45,43,0,1,9,31,5,31,0,2,1,4,31,46,20,54,31,36,51,1,0,7,2,1,0,48,1,1,1,0,4,4,4,4,50,8,9,17,54,63,31,278
805,21,41,3,4,9,65,3,7,55,54,1,49,11,9,0,1,4,3,31,0,49,49,33,47,40,53,27,10,15,19,53,12,15,23,13,13,25,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,1,0,8,1,3,58,52,49,54,44,51,51,20,0,0,2,1,54,0,10,10,10,0,3,0,1,3,50,9,9,33,54,84,50,216
806,19,32,5,37,7,5,3,52,1,12,2,50,8,5,1,1,7,3,22,12,31,3,20,47,40,39,40,1,1,26,53,10,8,21,0,8,39,0,15,6,24,1,2,0,1,23,13,1,20,20,15,48,57,39,13,2,3,0,1,50,5,48,29,14,51,19,33,3,0,0,0,69,3,2,2,0,1,0,0,0,50,9,9,9,50,75,15,34
807,18,31,0,30,7,45,19,51,59,55,0,50,1,1,1,3,3,0,31,0,23,49,24,7,32,83,55,0,1,33,42,33,46,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,2,14,31,46,0,1,0,5,1,52,49,54,44,51,51,20,0,10,3,2,7,52,5,10,10,0,5,4,2,4,17,10,9,19,54,28,50,130
808,19,52,0,61,7,20,16,12,1,23,1,50,1,0,3,3,3,3,31,25,19,3,33,47,40,60,60,12,16,33,42,6,53,17,0,35,10,0,10,10,16,43,0,39,19,14,31,32,0,11,15,48,57,51,0,8,1,3,75,52,49,54,44,51,51,20,56,13,3,2,0,13,1,1,1,18,2,1,1,1,50,8,2,6,54,91,50,152
809,17,10,0,16,7,34,1,58,0,55,0,50,6,0,1,1,6,1,31,25,23,49,11,37,31,36,53,7,35,43,53,52,34,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,14,39,24,52,0,6,3,4,31,52,49,54,44,51,51,20,0,0,3,2,83,0,10,10,10,0,0,4,2,4,33,8,9,29,54,63,50,56
810,21,25,5,29,7,24,18,2,1,42,1,22,7,4,5,1,7,5,19,9,31,36,33,7,28,75,34,9,16,26,53,17,62,21,2,0,0,39,13,3,11,48,17,32,11,15,14,16,15,2,6,44,48,42,0,8,1,1,61,26,36,35,22,25,51,2,40,3,0,0,0,49,1,10,8,1,3,3,2,3,0,13,9,32,8,21,48,140
811,2,38,0,46,10,56,49,14,1,0,1,15,9,5,4,3,3,3,31,0,49,49,11,30,3,50,41,0,1,39,33,9,56,17,11,2,35,0,1,19,15,45,24,0,30,0,45,43,0,1,0,31,40,10,40,14,0,5,16,52,11,34,0,40,31,1,0,7,4,3,7,52,8,10,2,1,4,3,3,3,50,15,9,24,54,80,20,206
812,21,39,0,35,7,65,44,5,1,12,67,23,8,5,4,1,7,5,31,13,31,49,10,26,31,83,30,7,22,33,42,21,69,21,0,0,0,2,11,6,24,20,10,39,19,14,29,26,3,14,8,28,38,42,2,9,3,3,45,22,5,39,9,14,38,13,0,22,3,2,58,0,10,10,10,0,3,3,1,1,40,10,9,38,54,28,15,143
