,hhmem_size_1,hhmem_age_1,hhmem_married_1,hhmem_age_2,hh_relate_3,hhmem_age_3,hhmem_age_4,hhmem_age_5,illness_5,hhmem_age_6,illness_6,hhmem_age_7,childu18_num,child5_17_num,adultm_num,adultf_num,econstatus,yrs_grow,cocoa_wgt,fert_buy,fert_cost,fert_lqd_cost,herbicide_buy_cnt,pesticide_buy_cnt,pesticide_cost,farm_a_1,farm_yracquired_1,farm_rights_1,farm_time_1,farm_km_1,farm_reserve_1,cocoa_years_1,cocoa_lndamnt_1,cocoa_variety_1,cocoa_ages_0_5_1,cocoa_ages_6_10_1,cocoa_ages_11_19_1,cocoa_ages_20_30_1,shadetree_num_1,shadetree_calc_1_1,shadetree_label_1_1,shade_tree_tot_1_1,shade_natural_1_1,shade_planted_1_1,shadetree_calc_1_2,shadetree_label_1_2,shade_tree_tot_1_2,shade_planted_1_2,shadetree_label_1_3,shadetree_tot2_1,pesticide_app_1,pesticide_num_app_1,pesticide_area_app_1,labor_hh_1,fam_worker_prep_1_1,disease_1,disease_year_1_1,disease_location_1_1,pest_1,doc_land_cocoa_yr_1,farm_a_2,farm_yracquired_2,farm_time_2,farm_km_2,farm_reserve_2,shadetree_tot2_2,noncocoa_affecthow,noncocoa_pay,days_random_a,random_c_options,income_source,fwildlifedied_1,ffladder_elders_1,ffladder_lmb_1,ffladder_frstdpt_1,rules_violate_1,likelihood_help3,trust_nbr,trust_lmb,trust_ca,chickens,sleeprooms,toilet,today,cocoa_price_kg,farm_a_1_acres,farm_a_2_acres,cocoa_produce
813,17,25,0,33,7,14,9,58,0,55,0,50,1,1,1,3,5,2,31,0,23,49,33,30,28,77,55,1,21,26,42,6,15,21,0,13,34,0,1,19,15,1,2,0,30,0,45,43,0,1,3,31,10,46,0,8,3,1,83,35,49,54,44,51,51,20,32,10,3,2,1,52,8,10,5,0,1,3,2,3,33,8,9,49,54,23,50,217
814,6,13,3,56,9,12,48,38,2,31,1,10,2,10,5,1,3,5,31,38,23,49,33,47,40,18,59,9,1,39,49,17,21,21,15,10,7,14,0,30,0,53,31,48,30,0,45,43,0,1,15,48,57,46,0,9,3,3,74,52,20,53,23,28,29,1,0,7,0,0,54,49,1,10,6,18,4,2,1,3,38,1,9,47,54,41,31,124
815,22,38,5,46,7,16,9,6,50,2,2,48,10,6,3,2,5,1,31,0,31,39,33,47,40,7,43,10,12,47,22,14,8,23,12,13,0,29,12,10,16,36,20,0,18,18,31,0,23,15,0,0,5,57,0,2,7,3,71,52,20,45,23,28,25,14,39,10,1,4,54,0,10,10,10,0,3,0,0,3,50,0,0,36,54,32,31,269
816,19,23,0,25,7,5,2,52,5,12,2,50,8,5,1,1,9,5,15,12,31,36,33,47,40,63,49,1,1,44,53,31,34,21,0,0,0,0,1,28,26,26,0,24,30,0,45,43,0,1,6,31,24,57,0,2,1,2,32,41,49,54,44,51,51,20,55,3,4,3,7,0,10,10,10,0,3,4,3,3,41,8,9,12,8,10,50,303
817,17,33,7,41,7,14,23,58,0,55,0,50,1,0,1,2,6,5,31,0,19,5,20,47,40,53,29,9,18,33,50,17,46,21,15,10,18,5,1,3,11,1,2,0,30,0,45,43,0,1,15,48,57,43,0,4,2,2,31,52,20,22,18,28,48,1,0,2,4,3,54,0,0,10,0,5,3,4,0,4,9,9,8,38,54,84,31,228
818,11,40,4,60,16,81,71,58,0,55,0,50,0,0,3,0,6,4,15,0,19,49,20,47,40,75,39,1,16,27,53,16,15,5,26,2,39,20,3,6,24,27,18,0,25,17,34,0,21,3,3,17,10,46,0,1,0,5,42,52,49,54,44,51,51,20,64,0,1,4,7,0,10,10,10,0,3,4,4,4,0,0,0,29,8,21,50,3
819,22,42,5,37,7,10,3,57,1,50,1,36,10,6,4,0,5,5,31,0,41,49,33,47,40,83,20,1,21,27,46,32,34,23,10,10,25,11,11,19,15,1,0,2,23,4,13,15,4,14,0,27,24,45,0,2,3,1,83,52,49,54,44,51,51,20,0,2,3,2,7,0,10,10,10,0,1,1,0,2,46,9,0,2,54,28,50,6
820,20,32,0,37,10,75,17,6,1,54,2,32,7,4,1,3,5,2,15,0,31,3,24,17,35,33,30,0,16,26,15,5,50,22,13,21,14,0,12,1,23,5,0,6,2,22,25,23,5,15,6,45,33,55,37,2,7,4,61,52,49,54,44,51,51,20,19,22,2,1,7,0,1,5,0,1,2,0,0,0,50,11,9,24,26,65,50,34
821,16,24,5,34,7,1,71,58,0,55,0,50,1,0,1,1,0,1,22,0,49,49,27,1,16,53,53,1,16,26,53,52,46,21,13,37,0,0,10,6,24,43,22,0,11,15,37,0,0,11,3,39,31,32,38,8,1,1,48,8,49,54,44,51,51,20,22,22,1,4,80,48,5,10,0,25,3,3,2,3,50,11,0,35,44,84,50,214
822,0,41,7,88,16,81,71,58,0,55,0,50,0,0,0,1,0,0,31,0,31,39,33,47,40,53,46,0,35,33,53,33,46,21,3,0,0,0,11,3,11,50,0,45,14,10,31,29,5,14,15,48,57,32,0,9,2,3,31,52,5,44,33,6,51,13,1,2,2,1,12,49,10,5,0,0,1,4,2,4,50,8,9,27,54,84,15,168
823,2,43,5,54,7,27,24,18,62,11,2,8,9,5,3,5,3,5,31,0,31,1,33,47,40,24,17,1,35,44,50,37,53,22,0,8,24,8,12,6,24,22,16,0,11,15,31,0,18,15,0,27,24,51,0,8,2,3,56,52,49,54,44,51,51,20,0,17,1,4,7,0,10,10,10,0,0,2,0,2,50,11,10,28,54,47,50,28
824,19,42,4,44,3,21,21,16,1,24,1,50,0,0,4,3,2,4,1,0,49,49,33,47,40,55,36,10,22,12,0,15,50,17,24,8,9,8,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,3,2,3,49,47,20,30,0,28,0,0,0,30,3,2,0,0,10,10,10,0,6,4,4,4,50,0,0,19,8,87,31,267
825,17,33,5,39,3,3,2,58,0,55,0,50,6,4,1,1,7,3,3,0,31,36,27,2,28,60,39,2,1,44,0,12,53,21,15,10,21,1,10,22,3,6,2,5,28,26,35,33,0,11,8,5,38,11,1,3,1,2,32,31,5,34,15,19,8,10,56,10,4,3,0,34,5,3,8,14,3,2,1,3,50,9,12,17,8,91,15,95
826,16,32,0,37,7,3,71,58,0,55,0,50,1,1,1,1,4,1,31,0,27,49,33,17,39,36,60,12,21,26,15,1,34,21,0,3,0,0,10,6,24,26,17,0,3,11,13,15,0,15,8,5,24,31,37,1,0,5,38,52,20,45,16,14,38,14,26,0,4,3,0,0,10,10,10,0,3,2,1,2,1,9,0,23,54,63,31,50
827,21,28,0,31,7,17,14,5,56,3,65,6,8,6,4,1,8,5,31,0,31,42,2,8,28,29,28,7,1,26,52,24,28,18,0,0,10,16,14,6,24,17,14,0,2,22,42,40,10,17,2,40,19,7,47,8,3,1,35,20,9,37,0,28,50,16,0,0,0,0,7,0,10,10,10,0,3,2,1,2,2,8,0,32,54,58,26,73
828,20,29,5,37,7,15,8,7,1,46,1,0,8,5,4,1,5,5,22,0,31,36,24,29,28,36,20,1,12,39,53,43,34,21,0,0,0,0,10,22,3,1,0,2,28,26,1,2,0,11,2,30,24,1,49,3,1,0,32,35,20,37,15,40,51,10,55,3,2,1,7,0,10,10,10,0,3,1,2,1,50,10,12,19,8,63,31,303
829,22,38,5,46,7,24,27,11,1,5,1,4,8,5,4,2,2,3,22,32,11,3,33,24,3,33,59,1,15,45,22,61,27,18,0,10,25,9,11,10,16,44,0,40,19,14,35,31,8,14,0,27,22,10,17,6,3,3,31,48,31,40,35,34,6,13,28,0,2,1,7,70,7,5,8,1,4,3,2,1,50,11,10,31,50,65,43,86
830,12,37,5,53,7,28,5,57,2,50,1,46,2,11,3,4,5,5,31,0,49,36,5,47,40,53,24,1,0,0,53,23,46,22,0,0,0,2,12,1,23,16,0,15,3,11,9,11,9,15,15,48,57,45,0,8,2,4,76,51,19,17,1,10,51,14,0,0,2,1,7,0,10,10,10,0,0,3,0,3,50,1,9,47,54,84,32,50
831,17,8,5,14,7,45,59,58,0,55,0,50,6,4,1,1,5,2,31,0,49,49,1,47,40,69,47,0,1,26,53,3,53,21,26,32,42,0,16,1,23,16,13,0,11,15,39,38,18,19,15,48,57,10,19,8,3,1,31,52,49,54,44,51,51,20,32,7,0,0,15,0,1,10,1,1,5,1,2,4,33,8,9,12,54,14,50,102
832,17,17,0,26,7,73,53,58,0,55,0,50,6,4,1,1,5,2,22,0,31,3,33,47,40,60,45,0,1,43,15,5,53,10,2,27,14,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,45,31,8,7,2,63,52,49,54,44,51,51,20,0,2,2,1,0,0,8,10,1,14,3,4,3,4,37,9,9,22,19,91,50,286
833,20,27,5,39,7,11,9,5,2,8,1,14,7,5,4,3,4,1,22,21,31,33,24,24,25,75,42,1,15,43,41,58,15,21,32,13,0,0,10,21,5,26,0,24,28,26,13,0,0,11,6,27,5,42,0,8,3,3,76,52,49,54,44,51,51,20,0,3,2,1,0,70,2,10,3,0,1,1,0,2,2,12,4,8,50,21,50,267
834,17,5,5,18,7,55,0,58,0,55,0,50,6,1,1,1,7,1,22,0,31,36,24,37,28,7,51,0,14,12,53,58,8,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,6,27,5,45,0,8,1,2,32,52,5,44,15,44,51,0,0,13,3,2,7,48,8,10,4,0,3,3,2,3,50,10,12,45,8,32,15,149
835,21,31,5,49,7,9,23,25,1,1,1,1,9,1,4,1,7,3,28,21,7,11,33,47,40,36,40,1,15,24,46,10,34,23,13,2,34,0,13,3,11,1,0,2,12,20,42,40,2,16,15,48,57,54,28,1,0,5,81,52,49,54,44,51,51,20,0,11,2,1,7,49,2,0,0,1,3,2,0,2,50,1,1,6,8,63,50,268
836,22,29,0,39,7,18,11,11,1,8,1,4,8,5,3,4,2,5,30,34,27,49,24,10,32,36,33,9,21,26,41,31,34,21,0,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,12,9,24,42,0,9,3,2,50,52,20,27,29,28,37,0,0,0,4,3,7,34,6,10,1,0,1,3,2,3,17,10,9,18,8,63,31,182
837,16,58,0,61,3,4,71,58,0,55,0,50,1,1,1,1,7,2,22,0,49,49,33,47,40,60,40,10,16,12,53,2,46,21,12,11,34,0,0,30,0,53,31,48,30,0,45,43,0,0,0,17,31,1,0,2,3,4,85,52,49,54,44,51,51,20,65,15,3,2,6,0,10,10,10,0,0,0,0,2,1,8,9,14,19,91,50,286
838,1,38,5,50,7,15,65,52,1,2,1,32,10,5,3,2,3,5,31,0,0,49,33,47,40,55,30,0,1,43,53,21,50,21,2,20,0,37,15,6,24,1,2,0,25,17,25,23,21,2,0,17,31,54,0,8,3,3,31,52,20,32,0,43,51,2,26,21,4,3,7,0,8,10,8,13,5,1,4,4,17,12,9,12,54,87,31,127
839,19,34,1,21,3,7,2,52,36,0,1,50,8,5,1,2,4,5,29,27,21,49,21,29,28,69,33,9,12,48,22,18,58,21,0,0,21,25,15,0,22,1,0,2,2,22,34,32,10,2,10,21,43,42,0,9,3,0,33,31,21,26,43,43,12,2,56,7,4,3,0,29,8,10,5,0,4,3,2,4,50,9,9,16,8,14,38,134
840,17,34,2,5,9,45,1,58,0,55,0,50,7,4,0,1,4,5,15,0,38,49,24,47,40,14,29,10,12,39,53,61,15,17,0,0,0,2,12,2,21,16,0,15,18,18,13,0,15,15,15,48,57,57,0,3,7,2,58,52,5,22,15,40,51,14,0,3,0,0,7,75,7,7,5,16,4,4,4,4,37,8,9,28,8,52,15,182
841,22,37,0,39,4,19,16,9,1,52,1,9,8,5,4,4,0,1,31,0,31,36,33,47,40,60,53,0,7,6,53,52,53,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,38,1,49,8,1,4,86,45,9,51,0,14,51,0,0,0,4,3,0,0,10,10,10,0,3,3,1,4,50,12,12,18,54,91,26,254
842,18,47,5,40,7,11,3,17,1,55,0,50,1,1,3,2,7,5,23,2,31,36,24,18,28,75,23,9,35,43,53,29,58,21,0,0,9,8,12,3,11,8,0,8,11,15,1,2,15,15,9,18,43,52,0,3,1,2,32,15,40,16,43,43,51,14,40,22,0,0,7,0,10,10,10,0,3,3,2,3,0,10,12,43,1,21,8,86
843,20,38,0,47,7,28,26,25,1,14,1,9,1,1,4,4,3,5,31,0,19,47,33,47,40,53,27,0,12,20,32,25,46,21,0,0,0,17,13,1,23,0,1,0,12,20,0,0,18,16,15,48,57,45,0,8,3,0,64,52,49,54,44,51,51,20,4,12,1,4,0,14,9,3,9,0,0,1,1,2,50,9,2,12,54,84,50,20
844,19,7,8,49,7,7,2,52,1,0,1,50,8,5,1,2,7,0,13,0,31,49,33,47,40,53,56,2,12,45,53,22,46,21,3,0,0,0,10,19,15,1,0,2,23,4,1,2,0,11,15,48,57,39,0,1,0,5,1,48,49,54,44,51,51,20,56,3,2,1,84,0,10,10,10,0,3,4,4,3,50,10,9,16,8,84,50,0
845,17,10,5,40,12,33,16,58,0,55,0,50,0,0,3,2,7,1,22,0,49,49,27,7,28,30,52,10,15,45,33,61,53,18,2,5,7,13,10,10,16,18,3,27,19,14,5,3,0,11,10,39,38,36,17,12,6,3,32,27,49,54,44,51,51,20,26,0,4,3,15,49,6,7,6,2,3,3,2,3,50,10,10,32,8,59,50,215
846,20,27,2,40,7,8,5,57,68,54,1,45,8,6,1,3,0,4,31,0,49,49,33,47,40,53,58,10,15,33,47,15,46,23,0,0,0,2,10,6,24,2,3,0,29,5,1,2,0,14,15,48,57,55,0,8,1,0,84,52,9,29,40,48,6,13,0,12,2,1,7,0,10,10,10,0,3,0,1,4,50,9,9,18,54,84,26,294
847,21,10,5,14,7,0,46,11,1,8,1,20,6,1,3,5,7,5,3,0,31,36,11,44,28,53,34,1,8,48,53,17,46,21,0,2,2,34,11,3,11,1,0,2,11,15,1,2,15,14,6,45,31,45,0,8,1,2,32,26,49,54,44,51,51,20,0,22,3,2,0,0,10,10,10,0,3,3,2,2,17,12,9,44,8,84,50,26
848,20,25,5,38,7,18,69,55,1,42,2,1,8,5,1,2,4,5,22,0,47,49,5,47,40,53,54,0,28,26,17,23,8,21,13,0,0,34,11,10,16,43,22,0,19,14,34,0,4,14,0,0,5,46,0,8,2,0,78,46,49,54,44,51,51,20,0,21,0,0,7,50,7,7,1,21,3,0,4,4,50,9,9,38,8,84,50,84
849,3,27,5,32,6,21,29,11,1,7,1,5,11,7,3,4,6,2,22,7,31,19,12,3,38,53,41,9,1,43,33,1,34,18,18,33,0,0,10,10,16,1,20,41,29,5,34,32,0,11,15,48,57,44,2,1,0,5,1,50,40,44,0,43,44,10,23,15,0,0,63,0,7,8,8,1,1,3,2,3,17,9,9,29,8,84,8,167
850,21,24,5,32,7,9,4,55,2,46,45,11,9,6,1,3,3,1,13,0,23,49,33,47,40,14,49,10,1,33,53,1,15,21,27,21,0,0,10,3,11,0,1,0,29,5,13,0,0,11,3,17,5,45,0,8,3,0,64,51,9,35,0,36,51,10,0,15,3,2,7,0,10,10,10,0,1,2,0,2,0,9,10,15,50,52,26,214
851,11,23,5,35,16,81,71,58,0,55,0,50,0,0,1,1,5,0,31,0,49,49,33,47,40,55,25,0,20,45,53,33,50,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,1,0,1,0,5,1,52,38,18,15,29,51,0,0,0,4,3,7,0,10,10,10,0,0,2,1,0,2,10,12,27,54,87,7,130
852,19,18,2,20,14,13,15,1,50,46,1,50,6,1,3,2,5,0,31,32,31,49,17,20,33,36,53,7,1,34,53,52,34,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,11,2,30,24,42,0,1,0,5,1,45,31,38,32,36,51,10,0,0,0,0,0,0,10,10,10,0,2,4,2,2,50,9,10,9,54,63,43,246
853,21,45,5,64,6,36,9,52,1,23,2,1,9,5,3,2,2,5,19,0,19,49,7,12,20,68,3,1,12,44,12,27,69,18,2,8,14,16,12,18,18,26,17,0,19,14,14,0,26,15,3,36,54,24,32,1,0,5,48,2,5,54,0,40,18,14,19,3,0,0,54,49,3,10,0,0,2,3,3,3,50,9,10,34,50,8,15,150
854,18,29,5,31,7,13,7,52,2,55,0,50,6,4,3,2,7,5,22,2,31,36,17,18,28,72,28,9,21,26,53,24,61,21,0,2,2,1,12,3,11,2,0,3,11,15,1,2,15,15,9,18,45,42,0,3,1,2,32,20,49,54,44,51,51,20,0,22,4,3,0,0,10,10,10,0,3,3,2,3,50,11,12,43,8,19,50,303
855,5,30,7,62,7,26,13,16,1,10,2,6,12,9,4,3,5,1,31,38,39,49,27,47,40,36,53,7,17,12,53,57,34,21,27,21,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,8,3,3,31,45,31,43,16,10,51,0,0,10,2,1,54,49,5,5,6,0,6,3,2,3,50,13,9,24,54,63,43,123
856,17,41,0,35,7,29,24,58,0,55,0,50,0,0,4,1,4,4,31,2,31,49,5,2,28,75,39,7,1,26,33,12,62,21,0,0,25,21,12,2,21,5,22,43,11,15,11,11,18,15,2,35,48,7,21,9,3,1,38,52,9,48,0,36,31,14,32,22,3,2,0,0,7,6,6,0,3,2,3,2,2,9,0,30,54,21,26,135
857,17,29,5,39,7,15,69,58,0,55,0,50,1,1,3,1,5,3,22,0,19,49,2,34,3,34,55,1,1,33,9,38,58,21,8,10,14,9,13,10,16,17,22,10,19,14,14,2,5,16,10,39,43,7,17,1,0,5,83,51,49,54,44,51,51,20,18,10,1,4,54,49,8,5,8,1,1,3,2,4,50,8,9,34,8,66,50,16
858,16,37,0,48,7,4,71,58,0,55,0,50,1,1,1,1,0,2,0,0,49,5,33,47,40,36,60,12,15,43,45,2,11,22,0,0,3,0,1,29,4,1,2,0,30,0,45,43,0,1,15,48,57,43,0,9,2,1,70,52,9,54,28,31,42,1,12,0,1,4,7,0,1,0,5,5,0,0,0,0,50,12,9,35,8,63,26,1
859,17,41,0,40,7,7,10,58,0,55,0,50,1,1,3,2,6,4,31,0,23,49,33,47,40,69,35,1,7,9,12,16,58,21,0,0,0,2,12,16,2,10,0,10,19,14,11,13,26,17,15,48,57,1,49,1,0,5,80,47,20,40,0,16,13,16,18,2,2,1,20,34,7,7,9,8,5,4,4,4,18,8,5,38,54,14,31,317
860,19,19,7,16,3,16,28,13,26,21,61,50,1,0,5,1,5,2,3,38,23,49,33,47,40,53,46,9,16,26,53,4,46,21,15,21,10,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,9,3,1,61,38,5,50,0,36,51,0,0,2,0,0,0,49,1,5,8,0,4,3,2,3,50,13,0,15,8,84,15,243
861,22,49,0,49,7,33,30,28,1,24,1,13,6,4,5,4,8,2,31,0,7,47,33,47,40,36,44,0,12,48,42,0,34,21,0,21,25,0,11,4,25,16,13,0,5,7,35,33,13,14,15,48,57,31,0,1,0,5,1,52,49,54,44,51,51,20,59,21,4,3,7,0,10,10,10,0,0,1,2,2,50,10,2,4,54,63,50,37
862,22,36,0,46,7,26,20,19,1,13,1,8,6,4,6,3,5,0,31,0,4,1,27,47,40,7,50,2,1,33,46,22,8,21,3,0,0,0,1,3,11,26,17,0,30,0,45,43,0,1,15,48,57,45,0,3,1,2,78,52,31,36,0,36,43,1,0,2,0,0,12,0,2,2,3,0,3,4,2,4,43,10,9,13,54,32,43,34
863,18,14,8,64,7,26,26,22,2,55,0,50,0,0,3,3,4,5,22,0,19,49,33,17,35,39,15,1,1,19,27,34,36,21,8,5,9,12,13,2,21,16,0,15,3,11,25,0,22,19,3,27,24,54,0,8,3,3,67,52,33,18,0,19,25,18,0,2,0,0,7,0,10,10,10,0,3,0,0,2,50,9,9,13,51,75,45,26
864,18,28,0,33,7,78,53,55,2,55,0,50,7,5,1,1,3,3,31,0,49,5,20,47,40,64,43,0,12,17,49,7,34,21,2,0,43,0,10,18,18,16,13,0,29,5,13,0,0,11,15,48,57,17,40,15,0,5,16,52,9,36,15,18,44,10,0,2,3,2,7,49,8,10,3,2,3,2,2,2,43,9,9,24,54,11,26,270
865,19,34,0,30,7,20,18,16,74,52,1,50,1,1,5,1,5,3,31,35,31,49,33,47,40,53,60,12,35,33,12,4,46,21,0,10,37,0,12,13,14,16,13,0,11,15,42,0,15,15,15,48,57,42,0,2,5,0,83,52,49,54,44,51,51,20,22,10,0,0,7,17,5,8,8,25,1,2,2,3,5,10,2,1,54,84,50,169
866,22,15,7,19,6,19,65,52,6,46,6,43,10,6,1,2,5,0,31,0,23,36,33,47,40,55,57,6,6,12,53,33,50,21,3,0,0,0,11,2,21,50,0,45,3,11,4,23,5,14,15,48,57,32,0,9,2,2,31,52,5,51,11,14,0,13,0,2,3,2,0,48,3,10,5,0,1,3,0,1,50,8,9,27,54,87,15,168
867,17,35,5,50,7,16,8,58,0,55,0,50,1,1,4,1,2,1,31,0,49,49,33,1,18,14,35,1,12,45,53,1,15,23,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,0,0,10,45,0,8,3,4,76,52,20,54,23,14,51,0,0,0,2,1,7,0,10,10,10,0,3,3,0,4,50,10,9,30,54,52,31,5
868,3,40,3,30,7,27,18,16,1,29,1,48,8,1,7,2,8,5,1,0,31,49,20,17,7,78,32,2,16,26,20,38,65,17,2,2,0,1,11,22,3,36,20,0,28,26,13,15,4,14,0,17,51,55,40,1,0,5,61,52,36,40,23,28,18,13,28,2,0,0,12,49,4,3,1,5,0,4,3,3,2,12,9,23,42,24,48,145
869,20,18,5,29,7,5,2,47,2,1,2,1,9,5,1,1,0,2,31,0,49,49,33,47,40,36,25,0,16,12,49,6,34,21,15,21,10,0,10,18,18,43,22,0,21,6,25,23,0,11,15,48,57,46,0,9,3,3,31,52,21,40,23,14,47,10,0,21,2,1,7,49,1,5,0,22,2,0,2,0,50,9,0,39,54,63,38,217
870,0,37,2,88,16,81,71,58,0,55,0,50,0,0,1,0,2,3,15,0,19,49,33,47,40,14,24,10,7,12,22,28,15,21,8,10,12,13,10,18,18,43,22,0,29,5,13,0,0,11,15,48,57,39,17,1,0,5,34,52,49,54,44,51,51,20,45,9,1,4,7,49,6,6,7,2,1,4,1,1,50,8,10,37,8,52,50,268
871,18,24,2,23,10,59,2,55,2,55,0,50,6,4,3,1,5,5,31,0,31,49,20,47,40,55,35,1,7,10,49,31,15,21,0,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,1,0,5,83,52,49,54,44,51,51,20,0,2,1,4,7,49,7,10,5,0,5,2,2,3,17,9,9,39,54,87,50,270
872,17,18,0,30,7,7,2,58,0,55,0,50,6,4,1,2,4,2,30,34,31,49,33,33,28,39,44,9,22,26,53,6,36,4,0,0,3,0,12,0,22,43,0,39,1,23,31,29,20,15,2,48,25,42,0,8,3,2,38,36,1,37,23,28,51,14,0,21,0,0,0,34,1,5,5,1,3,3,1,2,50,8,9,43,8,75,2,3
873,4,46,0,55,7,29,24,22,1,18,1,10,10,7,5,4,5,5,31,0,19,43,33,47,40,36,60,12,12,45,49,31,34,21,2,25,2,5,12,16,2,16,13,0,19,14,13,0,26,15,3,39,24,31,0,8,7,4,76,50,49,54,44,51,51,20,56,10,1,4,7,11,5,5,3,0,3,4,4,4,50,1,2,10,54,63,50,123
874,20,42,0,41,7,15,4,42,2,12,1,1,8,4,1,2,0,1,31,0,49,49,11,47,40,1,60,12,25,6,45,1,1,23,13,37,0,0,12,6,24,1,2,0,3,11,34,32,5,15,15,48,57,46,0,8,3,0,63,52,1,18,16,10,42,14,0,22,1,4,7,49,1,10,10,14,0,3,0,3,50,9,9,26,54,1,2,167
875,21,25,5,39,7,15,14,4,1,52,46,46,8,5,1,3,5,4,20,0,23,36,33,1,3,78,51,1,16,12,46,15,34,21,13,8,9,16,12,16,2,43,13,24,19,14,34,0,26,15,3,17,24,31,0,2,3,3,81,52,49,54,44,51,51,20,0,18,0,0,7,0,5,10,10,14,1,2,0,3,4,9,9,2,8,24,50,214
876,16,45,5,40,7,78,71,58,0,55,0,50,1,1,1,1,3,5,15,0,31,3,11,47,40,60,60,12,21,12,33,30,36,21,8,8,0,9,12,10,16,0,1,0,18,18,0,0,15,15,15,48,57,46,0,8,1,4,1,52,49,54,44,51,51,20,33,2,1,4,0,70,8,8,5,23,4,4,4,3,50,10,9,39,50,91,50,302
877,22,30,5,21,12,4,3,47,2,4,2,36,11,8,1,1,2,5,30,0,49,49,2,7,35,18,29,1,21,26,52,23,58,21,2,2,14,21,12,6,24,2,3,0,2,22,42,40,10,15,6,45,43,31,45,1,0,5,57,21,49,54,44,51,51,20,38,21,3,2,0,48,8,8,5,1,2,3,3,3,50,11,10,34,8,41,50,54
878,0,18,5,88,16,81,71,58,0,55,0,50,0,0,1,0,0,2,15,0,19,49,1,47,40,60,48,1,12,47,53,2,36,21,0,0,3,0,12,6,24,5,5,0,11,15,25,0,15,15,0,17,25,46,38,1,0,5,1,8,49,54,44,51,51,20,18,10,2,1,7,48,7,10,5,1,3,3,3,2,50,0,10,38,8,91,50,84
879,21,50,1,65,14,67,47,17,55,18,2,32,6,0,3,4,5,5,31,0,49,49,33,47,40,43,27,1,20,24,46,25,40,21,0,0,25,16,10,20,19,16,13,0,29,5,31,0,0,11,15,48,57,54,0,9,2,0,86,52,0,26,22,19,43,10,65,15,4,3,82,49,5,0,4,0,3,2,3,2,50,10,9,3,54,79,0,45
880,18,13,5,27,7,65,59,13,1,55,0,50,7,4,1,1,4,1,13,0,9,49,15,34,35,14,50,0,7,12,53,59,15,22,24,27,0,0,10,18,18,26,17,0,19,14,9,11,0,11,6,39,5,54,31,2,1,3,64,52,49,54,44,51,51,20,19,22,2,1,0,0,10,10,10,0,3,2,2,2,9,10,5,13,29,52,50,26
881,17,25,0,49,12,32,24,58,0,55,0,50,0,0,4,1,5,5,31,0,49,36,33,39,31,7,34,0,26,33,33,17,8,21,0,0,0,2,0,30,0,53,31,48,30,0,45,43,0,14,15,48,57,55,0,8,3,0,76,52,36,38,22,23,18,13,0,0,4,3,80,2,4,6,3,2,3,2,2,2,50,12,2,7,54,32,48,98
882,20,39,0,39,10,42,60,11,69,7,35,36,6,4,4,3,4,5,31,0,31,49,33,42,31,39,25,7,22,33,33,27,36,21,0,0,0,21,12,6,24,50,20,32,3,11,11,11,15,15,8,44,25,7,30,12,6,3,45,52,20,28,0,36,38,14,55,22,1,4,7,0,10,10,10,0,3,1,1,1,2,10,9,43,54,75,31,298
883,19,50,5,46,7,35,23,13,2,14,1,50,6,0,3,2,5,1,31,32,23,49,33,34,31,32,16,1,1,43,53,57,15,22,0,3,0,0,12,17,6,0,1,0,17,2,34,32,15,15,9,36,10,46,0,8,3,3,76,52,49,54,44,51,51,20,0,21,1,4,7,0,10,10,10,0,5,3,1,3,27,11,9,48,54,64,50,217
884,21,32,0,36,12,49,20,14,1,15,1,40,1,1,6,2,0,5,26,0,31,43,33,47,40,39,60,12,15,36,45,28,34,23,2,2,2,1,11,22,3,26,17,0,24,28,13,0,4,14,15,48,57,1,49,8,3,4,76,52,49,54,44,51,51,20,0,0,1,4,7,48,1,0,0,5,3,3,0,4,50,9,9,32,8,75,50,182
885,19,35,0,35,7,23,12,1,74,18,3,50,7,0,1,2,3,3,31,0,49,49,1,1,33,14,40,0,1,26,42,10,15,10,0,0,0,2,0,30,0,53,31,48,30,0,45,43,0,0,6,13,5,7,30,4,3,2,74,52,49,54,44,51,51,20,0,23,3,2,0,43,8,8,4,20,2,1,3,3,50,9,10,8,54,52,50,88
886,19,19,5,30,7,5,69,47,30,23,25,50,8,5,1,1,7,2,3,0,31,36,33,29,28,55,47,2,1,33,53,3,46,21,0,0,3,0,0,30,0,53,31,48,30,0,45,43,0,0,2,30,31,45,0,8,1,2,32,39,49,54,44,51,51,20,0,22,3,2,0,0,10,10,10,0,3,3,2,3,17,10,12,42,8,87,50,64
